gene_id transcript_id scRNAseq_HepG2_72x_15_1.1 scRNAseq_HepG2_72x_15_1.2 scRNAseq_HepG2_72x_15_1.3 scRNAseq_HepG2_72x_15_1.4 scRNAseq_HepG2_72x_15_1.5 scRNAseq_HepG2_72x_15_1.6 scRNAseq_HepG2_72x_15_1.8 scRNAseq_HepG2_72x_15_2.1 scRNAseq_HepG2_72x_15_2.2 scRNAseq_HepG2_72x_15_2.3 scRNAseq_HepG2_72x_15_2.4 scRNAseq_HepG2_72x_15_2.5 scRNAseq_HepG2_72x_15_2.6 scRNAseq_HepG2_72x_15_2.7 scRNAseq_HepG2_72x_15_2.8 scRNAseq_HepG2_72x_15_3.1 scRNAseq_HepG2_72x_15_3.2 scRNAseq_HepG2_72x_15_3.3 scRNAseq_HepG2_72x_15_3.4 scRNAseq_HepG2_72x_15_3.5 scRNAseq_HepG2_72x_15_3.7 scRNAseq_HepG2_72x_15_3.8 scRNAseq_HepG2_72x_15_4.1 scRNAseq_HepG2_72x_15_4.2 scRNAseq_HepG2_72x_15_4.3 scRNAseq_HepG2_72x_15_4.4 scRNAseq_HepG2_72x_15_4.5 scRNAseq_HepG2_72x_15_4.6 scRNAseq_HepG2_72x_15_4.7 scRNAseq_HepG2_72x_15_4.8 scRNAseq_HepG2_72x_15_5.1 scRNAseq_HepG2_72x_15_5.2 scRNAseq_HepG2_72x_15_5.4 scRNAseq_HepG2_72x_15_5.5 scRNAseq_HepG2_72x_15_5.6 scRNAseq_HepG2_72x_15_5.7 scRNAseq_HepG2_72x_15_5.8 scRNAseq_HepG2_72x_15_6.1 scRNAseq_HepG2_72x_15_6.2 scRNAseq_HepG2_72x_15_6.3 scRNAseq_HepG2_72x_15_6.4 scRNAseq_HepG2_72x_15_6.5 scRNAseq_HepG2_72x_15_6.6 scRNAseq_HepG2_72x_15_6.7 scRNAseq_HepG2_72x_15_6.8 scRNAseq_HepG2_72x_15_7.1 scRNAseq_HepG2_72x_15_7.2 scRNAseq_HepG2_72x_15_7.3 scRNAseq_HepG2_72x_15_7.4 scRNAseq_HepG2_72x_15_7.5 scRNAseq_HepG2_72x_15_7.6 scRNAseq_HepG2_72x_15_8.1 scRNAseq_HepG2_72x_15_8.2 scRNAseq_HepG2_72x_15_8.3 scRNAseq_HepG2_72x_15_8.4 scRNAseq_HepG2_72x_15_8.6 scRNAseq_HepG2_72x_15_8.7 scRNAseq_HepG2_72x_15_8.8 scRNAseq_HepG2_72x_15_9.1 scRNAseq_HepG2_72x_15_9.2 scRNAseq_HepG2_72x_15_9.3 scRNAseq_HepG2_72x_15_9.5 scRNAseq_HepG2_72x_15_9.6 scRNAseq_HepG2_72x_15_9.7 scRNAseq_HepG2_72x_15_9.8
ENSG00000261501 ENST00000567769.1_RP11-63B13.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145375 ENST00000274008.4_SPATA5-001 0 0 0 0 2.47 0 0 1.69 41.11 0 0 18.12 0.96 0.83 24.02 4.34 0.35 0 1.65 0.07 0 0 0 0 20.51 0 0 0.93 0 0 1.79 0.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18 2.64 0 0 0 0 0 0 0.93 0 22.2 0 0 0 0 0.38 0.23 0 0 8.38
ENSG00000249618 ENST00000508724.1_RP11-422J15.1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000138650 ENST00000264360.5_PCDH10-001 0 0 0 0 0 0 0 0 0 0 0 0 0.13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.85 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000170185 ENST00000307017.4_USP38-001 0 0 0 0 0 0 0 0 0 0 0 0.16 4.04 0 9.32 0 0.11 0 0 0 0 0 0 0 0 0 0.13 0.7 0 0.15 0 0 0 0 0 0 0 0 0 0 0.73 0 0 0 0 3.99 0 0 6.64 45.61 0 0 0 0 0 0 0 0 0 23.21 0 0 0 0 0
ENSG00000164168 ENST00000296582.3_TMEM184C-001 44.06 0 0 40.6 6.23 59.03 15.7 38.49 57.25 0 6.55 2.35 26.87 0.39 0 0 5.17 70.97 0 17.79 0 1.1 0 0 0 0 4.26 0 41.17 0 0 0.13 0 34.67 0 2.08 6.06 55.48 13.23 0 4.66 0 0 0 0 0.35 0 0 1.86 0 3.26 3.92 0.15 0.13 0 43.42 0.11 109.67 0 3.68 0.11 0 0 0.14 2.77
ENSG00000268471 ENST00000584019.1_MIR4453-201 0 0 0 25.42 0 0 20.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61.42 0 0 0 0 0 0 0.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164144 ENST00000353617.2_ARFIP1-201 0 0 0 0 8.09 11.93 0 5.76 22.7 0 0 16.64 22.44 0 20.19 21.41 2.92 0 7.27 0 12.71 1.11 0 0 0 0 37.11 0 19.05 34.24 17.94 0 7.05 37.35 0 35.15 21.88 66.86 27.39 0 5.67 0 0.44 0 0 0 9.4 0 0 0 9.38 41.33 0 0 0 0 0 0 0 0 0 20.54 0 0 0
ENSG00000109572 ENST00000511092.1_CLCN3-006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.89 0 0 0 0 11.43 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000168594 ENST00000507652.1_ADAM29-010 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250263 ENST00000508790.1_RP11-765K14.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000151718 ENST00000378925.3_WWC2-201 0 0 0 2.42 0 4.11 0 0 24.16 0 0 0 0 0 0 13.42 3.34 0 0 2.95 8.85 1.25 0 0 0.78 0 1.23 0 6.96 0 0 0 11.06 0 0 0 0 0 0 0 0.19 0 0 2 0 0 0 0 0 0 20.17 0 0 2.82 0 5.9 0 0 0 0 0 6.14 0 0 0
ENSG00000168538 ENST00000334690.6_TRAPPC11-001 0 0 0 8.46 0 0 3.04 0 0 12.72 0 0 6.11 10.63 13.49 0.24 0 0 5.13 19.58 11.3 0.3 0 0 0.21 0 0 0 18.76 0 2.89 0 0 34.67 0 0.25 44.68 5.62 30.15 5.44 0 0 0 0 0 0 0 0 0 0 0 31.87 50.5 2.08 0 0 0 0 0 0 0 0 0 0 0
ENSG00000271646 ENST00000605834.1_RP11-326I11.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164306 ENST00000314970.6_PRIMPOL-001 0 0 0 10.98 0 0 0 0 17.81 0 13.03 22.59 26.57 0 0 0 0 0 9.08 0 13.59 0 0 36.35 0 0 0 0 11.83 2.73 0 0 0 0 0 0 0 0 0 0 1.06 0 0 0 0 0 25.08 0 0 0 5.81 0 56.03 36.83 0 0 0 0 2.15 0 35.05 23.56 0 0 42.44
ENSG00000186352 ENST00000335174.4_ANKRD37-001 0 49.5 0 89.96 16.54 49.55 25.55 34.14 16.64 106.78 44.41 32.21 53.16 0 56.45 2.79 0 0 30.79 8.44 8.6 10.99 14.58 28.3 0 111.38 3.64 0 137.49 48.8 53.84 36.19 44.33 91.89 0 0 1.12 30.28 21.98 0 22.43 122.59 0 23.21 121.68 12.59 6.41 0 32.21 116.49 19.77 83.87 0 0 66.38 42.56 0 26.57 0 8.75 27.02 95.94 1.38 66.67 0.38
ENSG00000205129 ENST00000501066.2_C4orf47-003 0 0 0 0 0 0 0 3.35 0 0 0 1.92 7.95 0 0 0 0 0 0 0 0 0 25.86 0 0 0 3.07 0 2.24 0 0 0 3.18 0 0 0 0 0 0 0 10.35 0 0 0 0 1.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.76 0 1.48
ENSG00000073578 ENST00000264932.6_SDHA-001 134.86 53.8 145.6 34.68 46.5 91.33 163.84 118.36 85.86 31.68 57.58 104.03 57.38 35.17 137.5 76.84 67.21 87.63 32.84 66.88 27.89 78.23 43.38 12.03 67.63 0 127.07 96.12 97.31 0 10.23 183.75 23.24 48.02 107.56 0 0 96.01 0 72.48 29.88 64.47 154.32 1.01 0.63 16.99 86.25 104.59 54.01 1.78 0 154.75 0.61 58.99 0 91.44 76.49 0 98.62 1.46 48.84 0.23 0.7 29.06 29.54
ENSG00000225138 ENST00000607286.1_CTD-2228K2.7-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112877 ENST00000264935.5_CEP72-001 0 0 0 0 0 11.52 0 0 0 0 30.53 0 9.9 0 0 0 4.65 0 0 0 0 0 0 0 0 0 0 0 0 36.54 24.4 0 0 0 0 0 0 0 0 0 0 15.91 0 0 0 0 21.61 0 0 0 0 0 0 12.47 0.2 0 0 0 30.19 0 0 0 0 0 0
ENSG00000271119 ENST00000605200.1_CTD-2012J19.3-001 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145494 ENST00000274137.5_NDUFS6-001 98.47 112.64 172.67 48.27 79.45 75.91 158.04 80.85 97.62 63.83 92.8 82.74 98.65 121.25 128.14 101.2 181.76 156.33 135.93 121 169.99 118.93 136.93 80.98 75.64 43.45 112.4 123.41 170.42 104.4 101.62 180.69 68.83 110.01 166.23 25.92 107.61 229.75 73.21 24.42 123.79 115.51 164.65 138.22 56.65 96.18 126.92 193.97 215.02 161.34 61.45 110.28 104.32 98.11 107.42 142.15 194.66 177.92 85.27 160.64 142.28 176.14 200.73 96.75 162
ENSG00000249326 ENST00000514569.1_CTD-2194D22.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000249941 ENST00000505404.1_CTD-2046I8.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000215231 ENST00000508201.1_LINC01020-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145536 ENST00000274181.7_ADAMTS16-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0
ENSG00000145545 ENST00000274192.5_SRD5A1-001 0 0 0 31.89 10.71 0 0 17.02 0 3.24 0 0 0 0 0 0.47 8.04 0 0 8.07 0 0 0 0 0 0 37.35 0.2 0 0 0 0 0 0.28 0 0 0 36.78 0 0 19.92 0 0 0 0 0 0 0 0 0 0 22.89 0 0 0 0 0 0 0 0 0 0 0 8.84 0
ENSG00000223597 ENST00000500616.2_CTD-2296D1.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250786 ENST00000508179.1_SNHG18-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000150753 ENST00000280326.4_CCT5-001 713.88 850.25 837.9 652.08 734.03 681 882.56 541.86 576.09 582.25 309.4 388.66 644.63 963.55 486.93 525.79 365.7 747.1 526.55 494.38 381.47 495.99 243.27 142.48 620.95 329.6 508.54 433.26 634.21 662.34 685.7 355.33 201.92 793.54 269.4 278.14 297.33 1245.64 287.73 76.5 301.31 268.1 0 170.16 286.89 554.39 476.34 763.06 602.9 686.35 185.29 361.39 333.85 616.29 244.73 740.15 783.66 613.21 384.18 466.35 342.98 426.46 101.07 158.67 657.42
ENSG00000248131 ENST00000505196.1_CT49-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000154124 ENST00000284274.4_FAM105B-001 0 0 0 0 0 0 0 0.14 0.08 22.74 0 0 4.26 0 0 0.07 3.08 0 0.82 0.82 3.64 0.08 0 0.56 0 0 16.2 0 0 0 1.37 0 0 0 0 0 0 0 0 0 0.1 6.55 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0 0 59.59 0 0 0 1.54 0
ENSG00000250415 ENST00000504935.1_CTC-461F20.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000183666 ENST00000508260.1_GUSBP1-005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000245662 ENST00000502100.2_RP11-184E9.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000082213 ENST00000325366.9_C5orf22-001 57.66 23.89 0 19.73 15.35 0 16.85 2.94 34.56 0 16.89 20.41 12.51 0 40.7 41.59 6.32 0 1.74 7.35 0 0 0 0.63 14.16 0 0 0 32.39 47.34 36.02 0 23.96 0 0 0 0 35.12 0 73.64 21.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.58 75.29 0 20.01 0 0.55 0 0 0 0.75
ENSG00000113407 ENST00000265112.3_TARS-001 5.58 61.31 0 164.97 69.68 37.93 173.46 120.17 96.48 69.23 50.39 151.45 113.38 82.34 51.98 13.86 25.4 3.28 113.92 109.46 61.91 101.88 76.46 63.12 108.98 73.2 20.5 51.05 85.45 145 123.01 0 110.78 1.01 141.75 37.13 3.38 79.69 37.9 137.11 3.72 4.22 0 4.93 1.75 53.94 50.98 278.41 52.09 11.66 103.88 65.56 164.61 0 0 38.71 36.1 158.78 58.88 50.74 1.94 115.52 0 42.13 4.22
ENSG00000145604 ENST00000274254.5_SKP2-001 72.4 0.47 0 89.12 14.6 71.2 92.61 16.15 8.37 43.14 37.72 22.09 40.35 46.02 46.02 52.63 23.89 97.37 51.43 12.77 23.49 73.94 1.92 0 28.21 47.94 3.65 0.28 25.23 11.68 32.69 11.56 0 54.06 0.67 0 1.31 42.48 37.96 0 12.05 50.73 6.37 99.75 22.52 15.75 19.27 0 13.16 85.73 50.93 36.4 24.89 32.81 0 42.6 0.75 75.58 76.64 80.19 11.64 48.09 90.12 51.04 74.94
ENSG00000145623 ENST00000274276.3_OSMR-001 0 0 0 1.95 5.14 2.94 5.35 7.18 0 1.5 0 1.25 15.06 0 50.47 19.4 11.98 0.98 8.83 0 8.49 20.33 18.94 19.07 0.57 0 0 0 34.12 10.13 0 10.31 0 3.95 0 0.88 6.6 0 0 26.7 18.7 0 0.25 14.21 0 0.09 0.81 0 0.28 0 4.36 0 8.57 1.47 72.06 10.58 1.1 0.1 0 0 16.14 7.03 0.51 2.49 0
ENSG00000249492 ENST00000504469.1_RP11-159F24.3-002 0 0 0 0 0 0 3.7 0 0 0 0 0 2.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.22
ENSG00000248240 ENST00000504277.1_RP11-159F24.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.78 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112996 ENST00000507110.1_MRPS30-001 44.23 78.7 142.54 115.54 85.54 0 63.67 27.3 22.25 45.34 6.3 85.38 43.78 39.2 0 16.86 33.12 0.64 16.91 36.1 22.5 55.61 13.36 0.29 62.06 0 83.85 14.37 62.68 34.1 22.37 40.18 19.89 28.07 0 66.01 0 11.39 74.1 0.74 5.75 0 0 9.1 84.89 19.6 32.55 0 0 0 0 29.58 14.67 42.82 0.72 99.53 60.86 202.89 51.18 0 37.8 39.27 0 1.77 74.44
ENSG00000251307 ENST00000506435.1_RP11-506H20.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000039123 ENST00000230640.5_SKIV2L2-001 0.14 10.25 0 22.74 5.04 63.89 7.36 0.25 38.9 24.84 16.52 37.1 7.6 30.11 67.31 2.28 8.39 0.82 31.86 20.43 12.9 25.31 1.39 19.74 0 82.27 4.84 8.74 0.38 16.12 25.02 3.88 29.1 0 16.73 4.39 9.04 1.3 0.82 2.2 2.27 21.54 13.28 0 0 16.71 42.38 78.71 61.37 61.39 8.47 0 0 0 0 20.47 0 0 0.68 20.47 6.73 103.74 0.1 3.91 0.83
ENSG00000227908 ENST00000500093.2_CTD-2031P19.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164182 ENST00000296597.5_NDUFAF2-001 77.33 44.8 86.61 36.33 31.49 65.78 82.3 49.04 27.53 23.72 37.17 81.53 81.2 104.32 13.35 53.77 53.9 133.48 53.44 47.52 86.83 26.99 140.41 139.74 38.79 125.75 54.42 103.46 75.67 101.84 76.42 153.52 108.57 59.22 32.69 0 18.78 97.29 107.57 0 77.37 0 0 56.25 15.48 99.22 40.89 104.54 110.13 6.81 106.65 39.5 42.39 102.77 93.58 117.6 113.19 114.69 68.44 124.26 127.37 79.73 47.5 78.18 64.41
ENSG00000086200 ENST00000424533.1_IPO11-003 0 0 15.86 0 0 0 0 0 0 6.24 0 0.87 0 0 20.98 3.19 1.56 0 0 0 8.24 20.75 0 0 0.31 0 0 0 0 11.27 0 0 20.15 0 0 0 0 0 0 0 0 0 0 0 0 0 1.88 0 0 0 0 0 0 12.64 0 0 0 0 0 0 0 0 0 0 0
ENSG00000153015 ENST00000381070.3_CWC27-001 36.39 13.9 0 16.41 13.3 30.5 41.27 11 37.86 15.82 0 21.64 40.47 0 16.95 16.5 19.07 0 34.23 2.72 21.66 21.77 0.32 17.5 13.66 0 15.43 21.76 46.09 0.33 10.14 53.69 12.87 29.76 5.83 15.53 17.01 0 13.55 0 19.6 101.75 0 0 10.47 19.36 8.03 0 31.19 0 4.25 43.07 53.4 18.76 0.39 0 36.15 0 39.98 0 30.48 25.89 0 14.56 0
ENSG00000113593 ENST00000261308.5_PPWD1-001 0 36.18 0 0 9.01 55.94 103.04 85.62 51.57 99.62 81.47 63.06 35.09 8.91 0 0 24.04 24.81 33.1 47.09 0 74.43 18.18 0 130.07 36.56 0 63.01 105.5 0 25.55 0 10.74 0 5 140.21 38.53 56.41 35.69 0 6.06 0 0 38.66 46.01 40.8 0.34 0 40.01 76.84 17.34 0.44 0.8 107.06 108.89 45.04 0 20.12 0 0 9.21 12.08 11.09 38.75 0
ENSG00000085365 ENST00000339292.4_SCAMP1-001 31.7 57.93 0 0 11.6 39.72 7.49 4.08 33.83 0 0 0 11.34 5.24 4.9 42.65 27.25 0.87 8.86 0 26.06 23.33 0 0 74.23 0 6.15 0.37 0 0 0 0 0 0 0 0 75.9 0 0 2.74 18.33 0 0 0 0 13.61 0 0 52.6 0 17.98 0 83.3 0.35 0 0 0 0.18 0 0 0 6.6 0 2.13 0
ENSG00000152409 ENST00000396137.4_JMY-001 0 0 0 0 0 0 4.08 0 0.07 0 0 3.86 1.6 0 0 0 0.72 0 2.72 0.53 1.02 1.08 0 10.79 0 0 0 0 7.35 0 0 0 0.65 0 0 0 9.5 2.98 3.81 1.31 1.28 0 0 21.77 0.36 0 0 0 1.19 0 0.14 2.11 0.07 0 6.76 0 0 0 0 0 0 0.16 0 3.53 0
ENSG00000113296 ENST00000510218.1_THBS4-006 0 0 0 0 0 0 0 1.1 0 0 0 0 0 0 0 0 2.99 0 0 0 10.3 0 0 0 0 5.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.61 0 0 0 0 5.14 0 0 0 0 0 0 0 0 0
ENSG00000131732 ENST00000254037.2_ZCCHC9-001 63.25 31.13 204.36 64.98 16.54 13.15 34.95 3.66 30.55 30.74 81.6 62.16 16.99 8.85 55.09 64.01 68.28 59.96 38.77 75.91 11.52 41.31 4.13 4 45.08 55.63 26.62 80.27 24.38 54.37 40.62 63.23 44.42 48.95 22.24 8.84 41.08 0 7.64 67.45 13.79 28.63 0 101.64 4.6 59.99 59.02 11.49 48.77 24.75 90.39 70.24 4.98 62.46 126.45 173.15 47.44 122.3 0 5.94 19.68 9.16 8.44 103.47 1.29
ENSG00000164291 ENST00000380009.4_ARSK-001 0.89 1.19 134.69 0 36 4.79 7.17 6.94 0 0.34 0 0 34.24 28.7 53.89 37.55 56.78 48.65 13.02 23.39 41.94 10.91 0 53.87 0 0 0 93.02 2.4 0 0 40.79 46.27 0.57 78.06 8.24 1.19 54.31 2.32 114.69 27.96 1.35 0.37 0.27 0.58 0.73 14.39 108.15 4.56 0 36.04 37.83 0 38.7 0.25 71.68 0 114.14 0 0 4.34 2 13.08 45.03 0
ENSG00000251513 ENST00000504578.1_RP11-155G15.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000174132 ENST00000312637.4_FAM174A-001 17.78 0 0 0 0 0 0 0 0 19.51 0 0 0 0 0 16.44 0 0 7.7 4.98 6.45 0 0 0.84 0 42.71 0 0 17.78 0 0 0 9.86 0 0 0 0 45.74 14.03 0 0 0 0 117.67 87.6 0 0 0 48.36 0 0 0 0 48.59 0 12.73 0 0 0 0 0 0 0 0 3.02
ENSG00000113368 ENST00000261366.5_LMNB1-001 68.55 0 0 0 4.87 25.7 0 28.39 0 18.96 13.81 0 29.82 0 0 15.51 0 0 0 0 5.15 27.3 0.14 14.94 0 6.9 12.72 0 0 0 0 0 6.64 27.16 0 0 0 0 9.66 0 0 0 0 0 0 0 0 0 0 0.81 0 40.43 0 8.17 0 0 0.26 0 0 56.32 0 0 0.2 0 6.77
ENSG00000119048 ENST00000265339.2_UBE2B-001 1.05 278.52 382.93 177.58 155.76 290.31 237.26 175.59 131.06 152.18 156.52 107.5 262.81 218.66 268.97 161.53 146.76 218.6 246.02 196.3 309.88 127.09 243.97 245.16 284.75 226.73 350.43 240.95 248.82 363.27 252.74 379.17 195.65 73.97 92.66 185.1 520.77 251.33 104.49 333.12 255.06 362.35 1.2 581.81 95.94 133.64 211.04 85.24 65.9 188.08 177.37 198.37 272.22 166.89 217.74 196.58 176.68 0 399.43 224.33 192.28 257.21 98.98 264.09 258.61
ENSG00000164620 ENST00000297164.3_RELL2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.56 0 0 0 7.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.91
ENSG00000183775 ENST00000512467.1_KCTD16-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000169302 ENST00000306304.6_STK32A-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145868 ENST00000296701.6_FBXO38-201 0 0 0 0 10.33 0 5.5 0 19 0 0 0 11.36 42.04 0 3.38 2.99 0 3.77 26.12 0 0 0 0 0 0 24.67 0 0.1 0 5.65 0 25.93 0 0 0.72 0 19.12 0 0 2.26 0 0 0 0 0 0.72 0 0 0.91 0 0 62.14 0 0 0 0 0 0 0 0 0.11 0 0 0
ENSG00000250072 ENST00000507318.1_CTC-529P8.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145882 ENST00000274569.4_PCYOX1L-001 0 0 0 0 0 0 0 0 0 29.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
